Image Name,Description,File Name,Extracted Text
17495.png,a group of people holding hands in a circle,17495.png,hlack men Iatin men asian mem white men
17504.png,a girl in a wheelchair,17504.png,pbeach pfibbe
17508.png,three men in white robes and black and white hats,17508.png,use one d0 protectyour waternelon farm
17523.png,a woman in a pink jacket and black top,17523.png,who assassinated joan rivers after she trashed obama; remember
17524.png,a woman laying in bed with her head on her hands,17524.png,if she responds t0 vour sarcasm with sarcasm instead Of getting Offjendled she's a fucking keepera
17528.png,a man with a microphone in front of him,17528.png,blame other countries for having nO culture rape women everyday
17530.png,a crowd of people with their hands up,17530.png,when vour} teamn Wins te world cup
17532.png,a firefighter holding a baby in his arms,17532.png,firefighter 14 Saves baby
17536.png,a young boy holding a bowl of food,17536.png,@ledvou finally meet agid tal canmake vou bust from head  please mav i Qhave some more
17539.png,a man is working on a drill,17539.png,why isn't MV drain working? probably [because he pvipve s (bllack
17546.png,a man laying on the ground with a bloody face,17546.png,"the face VOu make when vOu ton'( untlerstant what ""ston resisting"" means"
17548.png,a woman in a headscar with a microphone,17548.png,Uhe enemy within ilhan omar linda sarsour rashida TIaib ocasto-cortez
17564.png,a man in a blue suit and glasses,17564.png,do # make vou [bormy Bipaby V $ d0 1333333
17582.png,obama and obama ' s face,17582.png,"shuuumake itharder CtimuLAIS LOMEL CuaI I0 ILIEVAI oiC Trayeiy"" hut Iet '5 IoI makeiharter for nerverts use Ulie [atlies tOOllz even to pirevent  OfICane?"
17589.png,a woman in a red dress standing next to a man in a red shirt,17589.png,whem gou move awav {irom india and Mnd out vou cantt shit in he streets
17594.png,a man with a black shirt and a black shirt,17594.png,life is Iike a bag of jelly beans nobody likes the black ones
17596.png,a woman with curly hair smiling and holding a microphone,17596.png,fjonmer first Hady started a book tour
17598.png,a yellow origaal ball with the words when you have 80 points but the highest,17598.png,when vou have am 80 pvoimt[ Dul its tbe highestim gour village
17603.png,a man in a top hat and topcoat with a white glove,17603.png,{Ube whitemam iS dhe devill
17609.png,a man in a suit and tie pointing at a microphone,17609.png,well [ook what time it 0 time t0 piss off the liberals Nn> with a tweetiu iS__ KE
17623.png,a man with a bike and a quote that says how do you like my ered like?,17623.png,@ow @o pou Like my retro red Dbilkez
17624.png,a dog is laying on the floor with a towel,17624.png,jus_ Uyng@do mV part
17630.png,a small dog and a small dog are standing together,17630.png,ulummadrgbus @peta team Qp) @ tain Uberapg dlogs @o console muslim rape pfcuims
17634.png,two monkeys kissing with the capt that says when i ' m ' m ' m ' m ' m,17634.png,when she's mad at vou but vou want her attention
17642.png,a mountain with a blue sky in the background,17642.png,think about it: every single corpse 0n mt  everest waS once a highly motivated person Stay lazy; my friends
17643.png,a woman is standing in a kitchen with a coffee maker,17643.png,maling decent colfee
17645.png,a bear with its mouth open and it ' s tongue out,17645.png,man suruies a kodlak bear attack wiluh just a 22 pistol @he firiend he shot in dhee kee was mot as Iuckya
17649.png,people sitting at a table with a bar in the background,17649.png,Campou see Ue difference?
17652.png,a woman in a bikini and a goat,17652.png,absolutelly Iaram absolutely [allal
17653.png,a man and woman kissing on a couch,17653.png,when gouave a sqall dickzamd tell a [ewish gifI @o suck @L i cant
17659.png,a woman looking through binoculars with the words extres be like,17659.png,ex giii iilends [e [ikez domFt even care wbat Ie does amiore=
17682.png,a man sitting on the ground with a soccer ball,17682.png,give them what they deserve kill themn all
17698.png,two monkeys fighting in the grass,17698.png,whem the black kids start fighting at school
17802.png,a man with a long beard and a shirt,17802.png,mus awav drom [bis slhi? olle of coumtry because @f islaq estalilishes islan ant turnS @ew country into a shit hole
17805.png,"a man with a banda on his head and a caption that says, i am my gatent",17805.png,allabby IIV goat doesmtzlove e ammore!
17809.png,a person holding a sign that says mypesm,17809.png,5 musIlim llogic: pphe WEs #ISLAMOPHOBiainQuiry lmportamt I At EFte 1 Atiie T LiU~ Rettc at Ad ei I V Jetro CorrigAn Ak &ttx 7' unimportant MY DRESS CHOICE MY
17829.png,a man with a beard and a white beard,17829.png,When yOu tell him he can'90 t0 chic-fil-a On sundays whad do gou meam?
17830.png,a woman is laughing in a bathtub,17830.png,exfoliating with the tears of mv haters
17832.png,a group of people holding signs in the street,17832.png,iLs Huue wve make & IS (ISLAN Prapher Aop-et Socular peace with islam LOvE a td Gun
17834.png,a man with a white turba and a white turba,17834.png,meamwthiille at the isis SUfp club
17835.png,a woman is standing in front of a man,17835.png,femenist: all men are evilf and must bbe castrated because Cheyte all caqabble od amd pamt t0 commit rape me `waiting in line at besUDw
17842.png,a man with glasses and a beard is shown in the middle of the image,17842.png,"the same laws that vou supIpvort to sifence neople pou disagree with can he usetl 10 silence (lumhass Vou,"
17843.png,a man is working on a table in a room,17843.png,see? j fuckin told vou a little foil 0n tOp keeps them juicy medium rare is best
17845.png,a man sitting on the ground next to a fire,17845.png,made rice krispies way before kellogg'$
17849.png,a car with a sign that says it ' s tampa,17849.png,"itISmL islamophobia Se an Keystle Lu lingzo Nortin We Will Nevk? Foget Xi""A when thev really are trving to kill vou"
17850.png,a man in a suit pointing at something,17850.png,"if trun[) gets ellected, [m2 [leaviing Che coumurv] like and share Iyou think should [eave"
17852.png,the man is wearing a black suit,17852.png,Vou kmow Uhal pe are [bet er Chan any other race Stiva
17853.png,a man in a suit and tie giving a speech,17853.png,man Of the vear
17860.png,a cat is reaching its paw at the camera,17860.png,"""come [here, needls @0 Smack the Stupid outof vou"""
17864.png,a woman in a hina standing on a sidewalk,17864.png,@hem dad keeps banging the goat instead of you
17869.png,a woman wearing glasses and pointing at something,17869.png,party toniglt? F'm down
17892.png,a woman sitting on a couch with her head in her hands,17892.png,"mem are sucl pigs; [ [bate dhbem al @hy can't i ever get a date, [m so lonely"
17894.png,a man in a forest with a rifle,17894.png,vote repulblican because may mot hhave much; but republicans Will make sure others have evem less
17904.png,a woman with a smile on her face,17904.png,today feel so [bol dlomFtpoup
17905.png,a small dog sitting on top of a bed,17905.png,Ubese emalles domFt SUOp [iikdngg @CC cottedt dr00 Kiidl] dhem
17908.png,a woman is cutting a sandwich on a cutting board,17908.png,making a quick B12m snack
17928.png,a couple sitting on a couch together,17928.png,pul MuWE TdIduIaamutuumwuetsoaLamL alcsWc JISt clonct !MNoM (cW?COTD wII WcIcOMe: Im Ie; familv MIIE
17932.png,a sheep with a funny expression,17932.png,Whem mohamedputs [u iside
17935.png,two dogs are looking at the camera,17935.png,we 're glad vou're home: the russians pvooped Che hhallwaya
17938.png,two women walking down a street holding hands,17938.png,qife hhack #23 how to get stonedpith no weed]
17948.png,a couple of kids sitting on a couch,17948.png,fjacesuuap chimg chongj 100
17950.png,a col of two people with different faces,17950.png,"was excoriated for a harmless ""tweet"" al eann 5l L7 and ""y showm Was cancellled"
17953.png,a man in a white robe is praying,17953.png,four years foryour hachelor's? i've worked 60 for ILV masters
17956.png,a man in a suit and tie with a quote on it,17956.png,ome simple question wyare @e [ledting one man systematicallly destrov OUC mation bbedore our eyes? answer mitchh mcconmell
17962.png,a woman in a bikini is floating in a pool,17962.png,Villnotlookat hef |its hecause she iS MV friend saidno man ever
17963.png,a woman with red lipstick and a black background,17963.png,removes polish with chemicals nobody bats an eve removes [oTish wfldhb cbbemicals eqerylbodl loses [is shit
17965.png,changing every single country touch,17965.png,changimg evecv Simgle coumu; it touchhes
18029.png,a group of men in yellow vests and hard hats,18029.png,"Misisgrealbrtaiuemillnolbeilzenced Ibusome Dloodeuropeansi"" Saknohleads truilg lo COJV sumethitg thefrerch did a fewWeeksayd"
18034.png,donald and hillary debate,18034.png,"no matter who wins, think this election @ilseriously boost alcolol sales."
18045.png,a monster truck with a monster on it ' s back,18045.png,"carolina squat Bredecer what kind of mental midget, coconut humning; /OOp) throwing from a tree, goat herding; mouth breathing, have vou seen /V helmet mnoron remotely thought this was cool"
18052.png,a woman sitting on the floor in a yoga pose,18052.png,[bbempouFre [Icoling cute as hhell] at the gVm)
18059.png,a group of people standing around a man,18059.png,"thev are like sperm vou get millions, but only ome works"
18074.png,a doll sitting at a desk with a pen in front of her,18074.png,hide and go seek champion july 6 1942 - august 4 1944
18094.png,a man with a beard and a magnit,18094.png,premier (ichel marrakesh
18203.png,a little girl with long hair and a sad expression,18203.png,"dont you care aboulmftuure? ston (he ""refugee"" invasion"
18204.png,an older man with a mustache and a black shirt,18204.png,I*s okav for vou to bbelieve whatyou [believe 5 A MIe its not okay for vOu t0 demand other t0 believe the same way
18207.png,a man with a pink headband and green eyes,18207.png,[ow cam ] aecept trans ppeople? if they cantt even accept themselves
18234.png,a little boy with a bag and a quote,18234.png,"@hem gou used @ bbe coo1, Dbul mowv goukte bbasicallymeqtally retardled fromgears 0l dbug abbuse {au from gecing sober, amd] Iave [o fifends"
18235.png,a plane flying over a white background with the words i am that ' s not,18235.png,"damm; Ubat""s [bou"
18236.png,a little boy sitting in a car with a toy,18236.png,shoot E jain't racist i've got four black tires and a color tv bbov; C
18239.png,a man in a suit and tie standing at a podium,18239.png,orange is the new black Fox WSJ
18246.png,a man in a suit sitting at a desk,18246.png,eqery time pour giriliiend enters te athroom vou take 4 shots
18254.png,a little girl in pink jacket and black pants is running down the road,18254.png,madle a [ebsite fOr orpphans it doesn't hhave a bome page
18257.png,a woman with her hands on her hips,18257.png,"mem need walmarts sure @eyare dirty but when youFre iside one at Qan you think ""Tm glad these are ere"""
18267.png,a woman sitting on a fence with a horse,18267.png,"Knowing white people [e""s [robbalblly dhbe fadher"
18273.png,a person holding a sign that says the only white man that trust,18273.png,@be only white man that] tuSt ONE MAY Efor about 15 seconds
18274.png,a tall building with a bird flying in the air,18274.png,suverialli IIvily class was [oQulacp but n0 one ever [assed
18275.png,a man and woman in the water with a dog,18275.png,"instead ol bbeing ""ibonm again"" whv now just grow up?"
18290.png,a woman doing a plank plank plank plank plank plank plank plank plank plank plank plank plank plank plank plank,18290.png,comie 00} Ove1 [X1 aving a [arty (Ihe place iS crawfling wiuhh [uSSy
